m_reaction,m_gene_reaction_rule,m_metabolites,m_subsystem,m_gene,seq_uniprot,seq_kegg,seq_mapped_pdbs,seq_domains,seq_file,struct_id,struct_is_experimental,struct_percent_seq_cov,struct_pdb,struct_resolution,struct_chemicals,struct_domains,struct_homology_template,struct_file
APH180,b0968,h2o_c;pi_c;ocdcap_c;h_c;ocdca_c,Glycerophospholipid Metabolism,b0968,P0AB65,ecj:JW5131;eco:b0968,2GV1,PDP:3TRGAa,P0AB65.fasta,REP-2gv1,True,1.0,2gv1,,,PDP:3TRGAa,,2gv1-A_clean.pdb
APH181,b0968,ocdcea_c;h2o_c;pi_c;h_c;ocdceap_c,Glycerophospholipid Metabolism,b0968,P0AB65,ecj:JW5131;eco:b0968,2GV1,PDP:3TRGAa,P0AB65.fasta,REP-2gv1,True,1.0,2gv1,,,PDP:3TRGAa,,2gv1-A_clean.pdb
APPLDHr,b3945,appl_c;nadh_c;h_c;nad_c;aact_c,Threonine and Lysine Metabolism,b3945,P0A9S5,ecj:JW5556;eco:b3945,5ZXL,,P0A9S5.fasta,REP-5zxl,True,1.0,5zxl,2.794,CL;GOL;ZN;SO4,,,5zxl-A_clean.pdb
APRAUR,b0414,5apru_c;nadp_c;nadph_c;5aprbu_c;h_c,Cofactor and Prosthetic Group Biosynthesis,b0414,P25539,ecj:JW0404;eco:b0414,2G6V;2O7P;2OBC,PDP:3ZPGAa;PDP:3ZPGAb;PDP:3ZPGAc,P25539.fasta,REP-2obc,True,0.9112903225806451,2obc,3.0,RP5,PDP:3ZPGAa;PDP:3ZPGAb;PDP:3ZPGAc,,2obc-A_clean.pdb
ARABI,b2802,rbl__D_c;arab__D_c,Alternate Carbon Metabolism,b2802,P69922,ecj:JW2773;eco:b2802,1FUI,PDP:3A9SAa;PDP:3A9SAb,P69922.fasta,REP-1fui,True,1.0,1fui,2.5,FOC;SO4;MN,PDP:3A9SAa;PDP:3A9SAb,,1fui-A_clean.pdb
ARAI,b0062,rbl__L_c;arab__L_c,Alternate Carbon Metabolism,b0062,P08202,ecj:JW0061;eco:b0062,2AJT;2HXG;4F2D,PDP:4R1QAa;PDP:4R1QAb,P08202.fasta,REP-4f2d,True,0.958,4f2d,2.3,RB0;MN;ACY,PDP:4R1QAa;PDP:4R1QAb,,4f2d-A_clean.pdb
ARBTNabcpp,(b0151 and b0153 and b0152),arbtn__fe3_p;h2o_c;atp_c;arbtn__fe3_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0153,P06972,ecj:JW0149;eco:b0153,,,P06972.fasta,REP-FHUB_ECOLI,False,1.0,,,,,2nq2,FHUB_ECOLI_model1_clean-X_clean.pdb
ARBTNabcpp,(b0151 and b0153 and b0152),arbtn__fe3_p;h2o_c;atp_c;arbtn__fe3_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0151,P07821,ecj:JW0147;eco:b0151,,,P07821.fasta,REP-FHUC_ECOLI,False,1.0,,,,,2nq2,FHUC_ECOLI_model1_clean-X_clean.pdb
ARBTNabcpp,(b0151 and b0153 and b0152),arbtn__fe3_p;h2o_c;atp_c;arbtn__fe3_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0152,P07822,ecj:JW0148;eco:b0152,1EFD;1ESZ;1K2V;1K7S,d1efdn_,P07822.fasta,REP-1k2v,True,0.8136645962732919,1k2v,1.97,DEF,d1efdn_,,1k2v-N_clean.pdb
ARBTptspp,((b3722 and b2416 and b2415) or (b2715 and b2416 and b2415)),pep_c;arbt_p;pyr_c;arbt6p_c,"Transport, Inner Membrane",b2416,P08839,ecj:JW2409;eco:b2416,1EZA;1EZB;1EZC;1EZD;1ZYM;2EZA;2EZB;2EZC;2HWG;2KX9;2L5H;2MP0;2N5T;2XDF;3EZA;3EZB;3EZE,d1zyma1;d1zyma2;PDP:2HROAa;PDP:2HROAb;PDP:2HROAc,P08839.fasta,REP-2hwg,True,0.9634782608695652,2hwg,2.7,MG;OXL,PDP:2HROAa;PDP:2HROAb;PDP:2HROAc,,2hwg-A_clean.pdb
ARBTptspp,((b3722 and b2416 and b2415) or (b2715 and b2416 and b2415)),pep_c;arbt_p;pyr_c;arbt6p_c,"Transport, Inner Membrane",b2415,P0AA04,ecj:JW2408;eco:b2415,1CM2;1CM3;1GGR;1HDN;1J6T;1OPD;1PFH;1POH;1VRC;2JEL;2LRK;2LRL;2XDF;3CCD;3EZA;3EZB;3EZE;4XWJ;5YA0;5YA1;5YA2,PDP:3CCDAa,P0AA04.fasta,REP-3ccd,True,0.9764705882352941,3ccd,1.0,SO4,PDP:3CCDAa,,3ccd-A_clean.pdb
ARBTptspp,((b3722 and b2416 and b2415) or (b2715 and b2416 and b2415)),pep_c;arbt_p;pyr_c;arbt6p_c,"Transport, Inner Membrane",b3722,P08722,ecj:JW3700;eco:b3722,,,P08722.fasta,REP-PTV3B_ECOLI,False,1.0,,,,,1gle,PTV3B_ECOLI_model1_clean-X_clean.pdb
ARBTptspp,((b3722 and b2416 and b2415) or (b2715 and b2416 and b2415)),pep_c;arbt_p;pyr_c;arbt6p_c,"Transport, Inner Membrane",b2715,P24241,ecj:JW5435;eco:b2715,,,P24241.fasta,REP-PTIBC_ECOLI,False,1.0,,,,,1b3u,PTIBC_ECOLI_model1_clean-X_clean.pdb
ARBTtex,(b2215 or b0929 or b1377 or b0241),arbt_p;arbt_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
ARBTtex,(b2215 or b0929 or b1377 or b0241),arbt_p;arbt_e,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
ARBTtex,(b2215 or b0929 or b1377 or b0241),arbt_p;arbt_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
ARBTtex,(b2215 or b0929 or b1377 or b0241),arbt_p;arbt_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
ARBabcpp,(b4460 and b1901 and b1900),h2o_c;arab__L_p;atp_c;arab__L_c;adp_c;pi_c;h_c,"Transport, Inner Membrane",b1901,P02924,ecj:JW1889;eco:b1901,1ABE;1ABF;1APB;1BAP;2WRZ;5ABP;6ABP;7ABP;8ABP;9ABP,d8abpa_,P02924.fasta,REP-8abp,True,0.9240121580547113,8abp,1.49,GAL;GLA,d8abpa_,,8abp-A_clean.pdb
ARBabcpp,(b4460 and b1901 and b1900),h2o_c;arab__L_p;atp_c;arab__L_c;adp_c;pi_c;h_c,"Transport, Inner Membrane",b1900,P0AAF3,ecj:JW1888;eco:b1900,,,P0AAF3.fasta,REP-ARAG_ECOLI,False,1.0,,,,,3ozx,ARAG_ECOLI_model1_clean-X_clean.pdb
ARBabcpp,(b4460 and b1901 and b1900),h2o_c;arab__L_p;atp_c;arab__L_c;adp_c;pi_c;h_c,"Transport, Inner Membrane",b4460,P0AE26,ecj:JW1887;eco:b4460,,,P0AE26.fasta,REP-ARAH_ECOLI,False,1.0,,,,,3k3f,ARAH_ECOLI_model1_clean-X_clean.pdb
ARBt2rpp,b2841,arab__L_p;h_c;h_p;arab__L_c,"Transport, Inner Membrane",b2841,P0AE24,ecj:JW2809;eco:b2841,,,P0AE24.fasta,REP-ARAE_ECOLI,False,1.0,,,,,1pw4,ARAE_ECOLI_model1_clean-X_clean.pdb
ARBt3ipp,b1528,arab__L_p;h_c;h_p;arab__L_c,"Transport, Inner Membrane",b1528,P31122,ecj:JW1521;eco:b1528,,,P31122.fasta,REP-SOTB_ECOLI,False,1.0,,,,,2gfp,SOTB_ECOLI_model1_clean-X_clean.pdb
ARBtex,(b0241 or b0929 or b1377 or b2215),arab__L_e;arab__L_p,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
ARBtex,(b0241 or b0929 or b1377 or b2215),arab__L_e;arab__L_p,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
ARBtex,(b0241 or b0929 or b1377 or b2215),arab__L_e;arab__L_p,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
ARBtex,(b0241 or b0929 or b1377 or b2215),arab__L_e;arab__L_p,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
ARCOACR,b3253,prpncoa_c;nadp_c;nadph_c;h_c;ppcoa_c,Alternate Carbon Metabolism,b3253,P26646,ecj:JW3222;eco:b3253,1O89;1O8C,PDP:3NX4Aa;PDP:3NX4Ab,P26646.fasta,REP-1o89,True,0.9845679012345679,1o89,2.25,,PDP:3NX4Aa;PDP:3NX4Ab,,1o89-A_clean.pdb
ARGAGMt7pp,b4115,agm_p;agm_c;arg__L_c;arg__L_p,"Transport, Inner Membrane",b4115,P60061,ecj:JW4076;eco:b4115,3OB6;5J4I;5J4N,PDP:5J4IAa,P60061.fasta,REP-3ob6,True,0.9533333333333334,3ob6,3.0,,PDP:5J4IAa,,3ob6-A_clean.pdb
ARGDC,b4117,agm_c;co2_c;arg__L_c;h_c,Arginine and Proline Metabolism,b4117,P28629,ecj:JW5731;eco:b4117,2VYC,PDP:2VYCAa;PDP:2VYCAb;PDP:2VYCAc;PDP:2VYCAd;PDP:2VYCAe;PDP:2VYCAf,P28629.fasta,REP-2vyc,True,1.0,2vyc,2.4,PLP,PDP:2VYCAa;PDP:2VYCAb;PDP:2VYCAc;PDP:2VYCAd;PDP:2VYCAe;PDP:2VYCAf,,2vyc-A_clean.pdb
ARGDCpp,b2938,co2_p;agm_p;h_p;arg__L_p,Arginine and Proline Metabolism,b2938,P21170,ecj:JW2905;eco:b2938,3NZQ,PDP:3N2OAa;PDP:3N2OAb;PDP:3N2OAc;PDP:3N2OAd,P21170.fasta,REP-3nzq,True,0.9455370650529501,3nzq,3.1,SO4,PDP:3N2OAa;PDP:3N2OAb;PDP:3N2OAc;PDP:3N2OAd,,3nzq-A_clean.pdb
ARGORNt7pp,b1605,orn_c;arg__L_p;arg__L_c;orn_p,"Transport, Inner Membrane",b1605,P0AAE5,ecj:JW1597;eco:b1605,,,P0AAE5.fasta,REP-ARCD_ECOLI,False,1.0,,,,,3l1l,ARCD_ECOLI_model1_clean-X_clean.pdb
ARGSL,b3960,argsuc_c;fum_c;arg__L_c,Arginine and Proline Metabolism,b3960,P11447,ecj:JW3932;eco:b3960,1TJ7,d1tjva_,P11447.fasta,REP-1tj7,True,0.9956236323851203,1tj7,2.44,GOL;PO4,d1tjva_,,1tj7-A_clean.pdb
ARGSS,b3172,atp_c;asp__L_c;ppi_c;argsuc_c;amp_c;citr__L_c;h_c,Arginine and Proline Metabolism,b3172,P0A6E4,ecj:JW3140;eco:b3172,1K92;1K97;1KP2;1KP3,d1k92a1;d1k92a2,P0A6E4.fasta,REP-1k92,True,0.9932885906040269,1k92,1.6,SO4;GOL,d1k92a1;d1k92a2,,1k92-A_clean.pdb
ARGabcpp,((b2308 and b2306 and b2310 and b2307) or (b0864 and b0860 and b0863 and b0862 and b0861)),h2o_c;atp_c;arg__L_p;arg__L_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b2310,P09551,ecj:JW2307;eco:b2310,,,P09551.fasta,REP-ARGT_ECOLI,False,1.0,,,,,1hsl,ARGT_ECOLI_model1_clean-X_clean.pdb
ARGabcpp,((b2308 and b2306 and b2310 and b2307) or (b0864 and b0860 and b0863 and b0862 and b0861)),h2o_c;atp_c;arg__L_p;arg__L_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b2307,P0AEU3,ecj:JW2304;eco:b2307,,,P0AEU3.fasta,REP-HISM_ECOLI,False,1.0,,,,,3dhw,HISM_ECOLI_model1_clean-X_clean.pdb
ARGabcpp,((b2308 and b2306 and b2310 and b2307) or (b0864 and b0860 and b0863 and b0862 and b0861)),h2o_c;atp_c;arg__L_p;arg__L_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0860,P30860,ecj:JW0844;eco:b0860,,,P30860.fasta,REP-ARTJ_ECOLI,False,1.0,,,,,2y7i,ARTJ_ECOLI_model1_clean-X_clean.pdb
ARGabcpp,((b2308 and b2306 and b2310 and b2307) or (b0864 and b0860 and b0863 and b0862 and b0861)),h2o_c;atp_c;arg__L_p;arg__L_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0861,P0AE30,ecj:JW0845;eco:b0861,,,P0AE30.fasta,REP-ARTM_ECOLI,False,1.0,,,,,3dhw,ARTM_ECOLI_model1_clean-X_clean.pdb
ARGabcpp,((b2308 and b2306 and b2310 and b2307) or (b0864 and b0860 and b0863 and b0862 and b0861)),h2o_c;atp_c;arg__L_p;arg__L_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b2306,P07109,ecj:JW2303;eco:b2306,,,P07109.fasta,REP-HISP_ECOLI,False,1.0,,,,,1b0u,HISP_ECOLI_model1_clean-X_clean.pdb
ARGabcpp,((b2308 and b2306 and b2310 and b2307) or (b0864 and b0860 and b0863 and b0862 and b0861)),h2o_c;atp_c;arg__L_p;arg__L_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0862,P0AE34,ecj:JW0846;eco:b0862,,,P0AE34.fasta,REP-ARTQ_ECOLI,False,1.0,,,,,3dhw,ARTQ_ECOLI_model1_clean-X_clean.pdb
ARGabcpp,((b2308 and b2306 and b2310 and b2307) or (b0864 and b0860 and b0863 and b0862 and b0861)),h2o_c;atp_c;arg__L_p;arg__L_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0863,P30859,ecj:JW0847;eco:b0863,,,P30859.fasta,REP-ARTI_ECOLI,False,1.0,,,,,2y7i,ARTI_ECOLI_model1_clean-X_clean.pdb
ARGabcpp,((b2308 and b2306 and b2310 and b2307) or (b0864 and b0860 and b0863 and b0862 and b0861)),h2o_c;atp_c;arg__L_p;arg__L_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b2308,P52094,ecj:JW2305;eco:b2308,,,P52094.fasta,REP-HISQ_ECOLI,False,1.0,,,,,3dhw,HISQ_ECOLI_model1_clean-X_clean.pdb
ARGabcpp,((b2308 and b2306 and b2310 and b2307) or (b0864 and b0860 and b0863 and b0862 and b0861)),h2o_c;atp_c;arg__L_p;arg__L_c;h_c;adp_c;pi_c,"Transport, Inner Membrane",b0864,P0AAF6,ecj:JW0848;eco:b0864,,,P0AAF6.fasta,REP-ARTP_ECOLI,False,1.0,,,,,2q0h,ARTP_ECOLI_model1_clean-X_clean.pdb
ARGt3pp,b2923,arg__L_c;h_c;h_p;arg__L_p,"Transport, Inner Membrane",b2923,P11667,ecj:JW2890;eco:b2923,,,P11667.fasta,REP-ARGO_ECOLI,False,1.0,,,,,,ARGO_ECOLI_model1_clean-X_clean.pdb
ARGtex,(b0241 or b0929 or b1377 or b2215),arg__L_e;arg__L_p,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
ARGtex,(b0241 or b0929 or b1377 or b2215),arg__L_e;arg__L_p,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
ARGtex,(b0241 or b0929 or b1377 or b2215),arg__L_e;arg__L_p,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
ARGtex,(b0241 or b0929 or b1377 or b2215),arg__L_e;arg__L_p,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
ARHGDx,b2913,akg_c;r2hglut_c;nadh_c;h_c;nad_c,Glycine and Serine Metabolism,b2913,P0A9T0,ecj:JW2880;eco:b2913,1PSD;1SC6;1YBA;2P9C;2P9E;2P9G;2PA3,PDP:3K5PAa;PDP:3K5PAb;PDP:3K5PAc,P0A9T0.fasta,REP-1yba,True,0.9707317073170731,1yba,2.24,AKG;NAD;PO4;UNL,PDP:3K5PAa;PDP:3K5PAb;PDP:3K5PAc,,1yba-A_clean.pdb
ARMEPNS,(b4096 and b4100 and b4099 and b4101),rpntp_c;ade_c;mepn_c;atp_c,Alternate Carbon Metabolism,b4100,P16686,ecj:JW4061;eco:b4100,2FSU;4XB6,PDP:4XB6Ba,P16686.fasta,REP-2fsu,True,0.8608247422680413,2fsu,1.7,NA;ACT,PDP:4XB6Ba,,2fsu-A_clean.pdb
ARMEPNS,(b4096 and b4100 and b4099 and b4101),rpntp_c;ade_c;mepn_c;atp_c,Alternate Carbon Metabolism,b4101,P16685,ecj:JW4062;eco:b4101,4XB6,PDP:4XB6Aa,P16685.fasta,REP-4xb6,True,0.96,4xb6,1.7,SO4;ZN,PDP:4XB6Ca;PDP:4XB6Cb;PDP:4XB6Ba;PDP:4XB6Aa;PDP:4XB6Da,,4xb6-A_clean.pdb
ARMEPNS,(b4096 and b4100 and b4099 and b4101),rpntp_c;ade_c;mepn_c;atp_c,Alternate Carbon Metabolism,b4099,P16687,ecj:JW4060;eco:b4099,4XB6,PDP:4XB6Ca;PDP:4XB6Cb,P16687.fasta,REP-4xb6,True,0.9943502824858758,4xb6,1.7,SO4;ZN,PDP:4XB6Ca;PDP:4XB6Cb;PDP:4XB6Ba;PDP:4XB6Aa;PDP:4XB6Da,,4xb6-C_clean.pdb
ARMEPNS,(b4096 and b4100 and b4099 and b4101),rpntp_c;ade_c;mepn_c;atp_c,Alternate Carbon Metabolism,b4096,P16679,ecj:JW4057;eco:b4096,,,P16679.fasta,REP-PHNL_ECOLI,False,1.0,,,,,2pcl,PHNL_ECOLI_model1_clean-X_clean.pdb
ASAD,b3433,aspsa_c;nadp_c;nadph_c;h_c;pi_c;4pasp_c,Threonine and Lysine Metabolism,b3433,P0A9Q9,ecj:JW3396;eco:b3433,1BRM;1GL3;1T4B;1T4D,PDP:3UW3Aa;PDP:3UW3Ab;PDP:3UW3Ac,P0A9Q9.fasta,REP-1t4b,True,0.997275204359673,1t4b,1.6,NA,PDP:3UW3Aa;PDP:3UW3Ab;PDP:3UW3Ac,,1t4b-A_clean.pdb
ASCBPL,b4192,h2o_c;ascb6p_c;h_c;3dhgulnp_c,Alternate Carbon Metabolism,b4192,P39300,ecj:JW5868;eco:b4192,2WYL;2WYM,PDP:3BV6Aa,P39300.fasta,REP-2wyl,True,0.8361581920903954,2wyl,2.59,GOL;FOR,PDP:3BV6Aa,,2wyl-A_clean.pdb
ASCBptspp,(b4195 and b4193 and b2415 and b2416 and b4194),pep_c;pyr_c;ascb__L_p;ascb6p_c,"Transport, Inner Membrane",b2415,P0AA04,ecj:JW2408;eco:b2415,1CM2;1CM3;1GGR;1HDN;1J6T;1OPD;1PFH;1POH;1VRC;2JEL;2LRK;2LRL;2XDF;3CCD;3EZA;3EZB;3EZE;4XWJ;5YA0;5YA1;5YA2,PDP:3CCDAa,P0AA04.fasta,REP-3ccd,True,0.9764705882352941,3ccd,1.0,SO4,PDP:3CCDAa,,3ccd-A_clean.pdb
ASCBptspp,(b4195 and b4193 and b2415 and b2416 and b4194),pep_c;pyr_c;ascb__L_p;ascb6p_c,"Transport, Inner Membrane",b2416,P08839,ecj:JW2409;eco:b2416,1EZA;1EZB;1EZC;1EZD;1ZYM;2EZA;2EZB;2EZC;2HWG;2KX9;2L5H;2MP0;2N5T;2XDF;3EZA;3EZB;3EZE,d1zyma1;d1zyma2;PDP:2HROAa;PDP:2HROAb;PDP:2HROAc,P08839.fasta,REP-2hwg,True,0.9634782608695652,2hwg,2.7,MG;OXL,PDP:2HROAa;PDP:2HROAb;PDP:2HROAc,,2hwg-A_clean.pdb
ASCBptspp,(b4195 and b4193 and b2415 and b2416 and b4194),pep_c;pyr_c;ascb__L_p;ascb6p_c,"Transport, Inner Membrane",b4194,P69822,ecj:JW4152;eco:b4194,,,P69822.fasta,REP-ULAB_ECOLI,False,1.0,,,,,3czc,ULAB_ECOLI_model1_clean-X_clean.pdb
ASCBptspp,(b4195 and b4193 and b2415 and b2416 and b4194),pep_c;pyr_c;ascb__L_p;ascb6p_c,"Transport, Inner Membrane",b4195,P69820,ecj:JW4153;eco:b4195,,,P69820.fasta,REP-ULAC_ECOLI,False,1.0,,,,,3bjv,ULAC_ECOLI_model1_clean-X_clean.pdb
ASCBptspp,(b4195 and b4193 and b2415 and b2416 and b4194),pep_c;pyr_c;ascb__L_p;ascb6p_c,"Transport, Inner Membrane",b4193,P39301,ecj:JW5744;eco:b4193,4RP8;4RP9,PDP:4RP9Aa,P39301.fasta,REP-4rp9,True,0.9698924731182795,4rp9,1.651,BNG;1PE;ASC;TGL,PDP:4RP9Aa,,4rp9-A_clean.pdb
ASCBtex,(b0241 or b0929 or b1377 or b2215),ascb__L_p;ascb__L_e,"Transport, Outer Membrane Porin",b1377,P77747,ecj:JW1371;eco:b1377,,,P77747.fasta,REP-OMPN_ECOLI,False,1.0,,,,,2ixx,OMPN_ECOLI_model1_clean-X_clean.pdb
ASCBtex,(b0241 or b0929 or b1377 or b2215),ascb__L_p;ascb__L_e,"Transport, Outer Membrane Porin",b0241,P02932,ecj:JW0231;eco:b0241,1PHO,PDP:5FVNAa,P02932.fasta,REP-PHOE_ECOLI,False,1.0,,,,,1pho,PHOE_ECOLI_model1_clean-X_clean.pdb
ASCBtex,(b0241 or b0929 or b1377 or b2215),ascb__L_p;ascb__L_e,"Transport, Outer Membrane Porin",b0929,P02931,ecj:JW0912;eco:b0929,1BT9;1GFM;1GFN;1GFO;1GFP;1GFQ;1HXT;1HXU;1HXX;1MPF;1OPF;2OMF;2ZFG;2ZLD;3FYX;3HW9;3HWB;3K19;3K1B;3O0E;3POQ;3POU;3POX;4D5U;4GCP;4GCQ;4GCS;4JFB;4LSE;4LSF;4LSH;4LSI;5NUO;5NUQ;5NUR,PDP:5FVNAa,P02931.fasta,REP-2zfg,True,0.93646408839779,2zfg,1.59,MG;C8E,PDP:5FVNAa,,2zfg-A_clean.pdb
ASCBtex,(b0241 or b0929 or b1377 or b2215),ascb__L_p;ascb__L_e,"Transport, Outer Membrane Porin",b2215,P06996,ecj:JW2203;eco:b2215,2J1N;2J4U;2ZLE;4A8D,PDP:5FVNAa,P06996.fasta,REP-2j1n,True,0.9427792915531336,2j1n,2.0,CL;MG;D12,PDP:5FVNAa,,2j1n-A_clean.pdb
ASNN,(b1767 or b0828),asp__L_c;asn__L_c;h2o_c;nh4_c,Alanine and Aspartate Metabolism,b0828,P37595,ecj:JW0812;eco:b0828,1JN9;1K2X;1T3M;2ZAK;2ZAL;3C17,d1k2x.1;PDP:3C17Aa,P37595.fasta,REP-3c17,True,0.9470404984423676,3c17,1.95,NA;CL,PDP:3C17Aa,,3c17-A_clean.pdb
ASNN,(b1767 or b0828),asp__L_c;asn__L_c;h2o_c;nh4_c,Alanine and Aspartate Metabolism,b1767,P0A962,ecj:JW1756;eco:b1767,2HIM;2P2D;2P2N,PDP:3NTXAa;PDP:3NTXAb,P0A962.fasta,REP-2p2d,True,0.9763313609467456,2p2d,1.89,GOL,PDP:3NTXAa;PDP:3NTXAb,,2p2d-A_clean.pdb
ASNNpp,b2957,asn__L_p;asp__L_p;nh4_p;h2o_p,Alanine and Aspartate Metabolism,b2957,P00805,ecj:JW2924;eco:b2957,1HO3;1IHD;1JAZ;1JJA;1NNS;3ECA;4ECA;5MQ5;6EOK,d1o7ja_,P00805.fasta,REP-5mq5,True,0.7423167848699763,5mq5,1.6,,,,5mq5-A_clean.pdb
ASNS1,b0674,h2o_c;atp_c;asp__L_c;ppi_c;asn__L_c;h_c;amp_c;glu__L_c;gln__L_c,Alanine and Aspartate Metabolism,b0674,P22106,ecj:JW0660;eco:b0674,1CT9,d1ct9a1;d1ct9a2,P22106.fasta,REP-ASNB_ECOLI,False,1.0,,,,,1ct9,ASNB_ECOLI_model1_clean-X_clean.pdb
ASNS2,(b3744 or b0674),asn__L_c;atp_c;asp__L_c;ppi_c;h_c;nh4_c;amp_c,Alanine and Aspartate Metabolism,b3744,P00963,ecj:JW3722;eco:b3744,11AS;12AS,d12asa_,P00963.fasta,REP-12as,True,0.9818731117824774,12as,2.2,AMP,d12asa_,,12as-A_clean.pdb
ASNS2,(b3744 or b0674),asn__L_c;atp_c;asp__L_c;ppi_c;h_c;nh4_c;amp_c,Alanine and Aspartate Metabolism,b0674,P22106,ecj:JW0660;eco:b0674,1CT9,d1ct9a1;d1ct9a2,P22106.fasta,REP-ASNB_ECOLI,False,1.0,,,,,1ct9,ASNB_ECOLI_model1_clean-X_clean.pdb
ASNt2rpp,b1453,asn__L_p;asn__L_c;h_c;h_p,"Transport, Inner Membrane",b1453,P77610,ecj:JW5234;eco:b1453,,,P77610.fasta,REP-ANSP_ECOLI,False,1.0,,,,,3l1l,ANSP_ECOLI_model1_clean-X_clean.pdb
