,fatcat_domain,u_uniprot_acc,pdb
5424,PDP:4AUMAb,P21179,3PQ5
5431,PDP:4AUMAa,P21179,3PQ6
5432,PDP:4AUMAb,P21179,3PQ6
5439,PDP:4AUMAa,P21179,3PQ7
5440,PDP:4AUMAb,P21179,3PQ7
5447,PDP:4AUMAa,P21179,3PQ8
5448,PDP:4AUMAb,P21179,3PQ8
5455,PDP:4AUMAa,P21179,3TTT
5456,PDP:4AUMAb,P21179,3TTT
5463,PDP:4AUMAa,P21179,3TTU
5464,PDP:4AUMAb,P21179,3TTU
5471,PDP:4AUMAa,P21179,3TTV
5472,PDP:4AUMAb,P21179,3TTV
5479,PDP:4AUMAa,P21179,3TTW
5480,PDP:4AUMAb,P21179,3TTW
5487,PDP:4AUMAa,P21179,3TTX
5488,PDP:4AUMAb,P21179,3TTX
5495,PDP:4AUMAa,P21179,3VU3
5496,PDP:4AUMAb,P21179,3VU3
5497,PDP:4AUMAa,P21179,4BFL
5498,PDP:4AUMAb,P21179,4BFL
5505,PDP:4AUMAa,P21179,4ENP
5506,PDP:4AUMAb,P21179,4ENP
5513,PDP:4AUMAa,P21179,4ENQ
5514,PDP:4AUMAb,P21179,4ENQ
5521,PDP:4AUMAa,P21179,4ENR
5522,PDP:4AUMAb,P21179,4ENR
5529,PDP:4AUMAa,P21179,4ENS
5530,PDP:4AUMAb,P21179,4ENS
5537,PDP:4AUMAa,P21179,4ENT
5538,PDP:4AUMAb,P21179,4ENT
5545,PDP:4AUMAa,P21179,4ENU
5546,PDP:4AUMAb,P21179,4ENU
5553,PDP:4AUMAa,P21179,4ENV
5554,PDP:4AUMAb,P21179,4ENV
5561,PDP:4AUMAa,P21179,4ENW
5562,PDP:4AUMAb,P21179,4ENW
5569,PDP:4AUMAa,P21179,5BV2
5570,PDP:4AUMAb,P21179,5BV2
5577,d1u2ka_,P13029,1U2J
5585,d1u2ka_,P13029,1U2K
5586,d1u2ka_,P13029,1U2L
5588,d1a9xb1,P0A6F1,1A9X
5589,d1a9xb2,P0A6F1,1A9X
5596,d1a9xb1,P0A6F1,1BXR
5597,d1a9xb2,P0A6F1,1BXR
5604,d1a9xb1,P0A6F1,1C30
5605,d1a9xb2,P0A6F1,1C30
5612,d1a9xb1,P0A6F1,1C3O
5613,d1a9xb2,P0A6F1,1C3O
5620,d1a9xb1,P0A6F1,1CE8
5621,d1a9xb2,P0A6F1,1CE8
5628,d1a9xb1,P0A6F1,1CS0
5629,d1a9xb2,P0A6F1,1CS0
5636,d1a9xb1,P0A6F1,1JDB
5637,d1a9xb2,P0A6F1,1JDB
5644,d1a9xb1,P0A6F1,1KEE
5645,d1a9xb2,P0A6F1,1KEE
5652,d1a9xb1,P0A6F1,1M6V
5653,d1a9xb2,P0A6F1,1M6V
5660,d1a9xb1,P0A6F1,1T36
5661,d1a9xb2,P0A6F1,1T36
5668,d1a9xa1,P00968,1A9X
5669,d1a9xa2,P00968,1A9X
5670,d1a9xa3,P00968,1A9X
5671,d1a9xa4,P00968,1A9X
5672,d1a9xa5,P00968,1A9X
5673,d1a9xa6,P00968,1A9X
5692,d1a9xa1,P00968,1BXR
5693,d1a9xa2,P00968,1BXR
5694,d1a9xa3,P00968,1BXR
5695,d1a9xa4,P00968,1BXR
5696,d1a9xa5,P00968,1BXR
5697,d1a9xa6,P00968,1BXR
5716,d1a9xa1,P00968,1C30
5717,d1a9xa2,P00968,1C30
5718,d1a9xa3,P00968,1C30
5719,d1a9xa4,P00968,1C30
5720,d1a9xa5,P00968,1C30
5721,d1a9xa6,P00968,1C30
5740,d1a9xa1,P00968,1C3O
5741,d1a9xa2,P00968,1C3O
5742,d1a9xa3,P00968,1C3O
5743,d1a9xa4,P00968,1C3O
5744,d1a9xa5,P00968,1C3O
5745,d1a9xa6,P00968,1C3O
5764,d1a9xa1,P00968,1CE8
5765,d1a9xa2,P00968,1CE8
5766,d1a9xa3,P00968,1CE8
5767,d1a9xa4,P00968,1CE8
5768,d1a9xa5,P00968,1CE8
5769,d1a9xa6,P00968,1CE8
5788,d1a9xa1,P00968,1CS0
5789,d1a9xa2,P00968,1CS0
5790,d1a9xa3,P00968,1CS0
5791,d1a9xa4,P00968,1CS0
5792,d1a9xa5,P00968,1CS0
5793,d1a9xa6,P00968,1CS0
5812,d1a9xa1,P00968,1JDB
5813,d1a9xa2,P00968,1JDB
5814,d1a9xa3,P00968,1JDB
5815,d1a9xa4,P00968,1JDB
5816,d1a9xa5,P00968,1JDB
5817,d1a9xa6,P00968,1JDB
5836,d1a9xa1,P00968,1KEE
5837,d1a9xa2,P00968,1KEE
5838,d1a9xa3,P00968,1KEE
5839,d1a9xa4,P00968,1KEE
5840,d1a9xa5,P00968,1KEE
5841,d1a9xa6,P00968,1KEE
5860,d1a9xa1,P00968,1M6V
5861,d1a9xa2,P00968,1M6V
5862,d1a9xa3,P00968,1M6V
5863,d1a9xa4,P00968,1M6V
5864,d1a9xa5,P00968,1M6V
5865,d1a9xa6,P00968,1M6V
5884,d1a9xa1,P00968,1T36
5885,d1a9xa2,P00968,1T36
5886,d1a9xa3,P00968,1T36
5887,d1a9xa4,P00968,1T36
5888,d1a9xa5,P00968,1T36
5889,d1a9xa6,P00968,1T36
5908,d1mwya_,P37617,1MWY
5909,d1mwya_,P37617,1MWZ
5910,PDP:3H90Aa,P69380,2QFI
5911,PDP:3H90Ab,P69380,2QFI
5914,PDP:3H90Aa,P69380,3H90
5915,PDP:3H90Ab,P69380,3H90
5922,d1oj4a1,P62615,2WW4
5923,d1oj4a2,P62615,2WW4
5926,PDP:4WEPAa,P33362,4WEP
5927,PDP:4WEPAb,P33362,4WEP
5930,d1ecma_,P0A9J8,1ECM
5932,d1tt8a_,P26602,1FW9
5933,d1tt8a_,P26602,1G1B
5935,d1tt8a_,P26602,1G81
5936,d1tt8a_,P26602,1JD3
5937,d1tt8a_,P26602,1TT8
5938,d1tt8a_,P26602,1XLR
5939,d1tt8a_,P26602,2AHC
5943,PDP:4ENEAa,P37019,1KPK
5949,PDP:4ENEAa,P37019,1OTS
5951,PDP:4ENEAa,P37019,1OTT
5953,PDP:4ENEAa,P37019,1OTU
5955,PDP:4ENEAa,P37019,2EXW
5957,PDP:4ENEAa,P37019,2EXY
5959,PDP:4ENEAa,P37019,2EZ0
5961,PDP:4ENEAa,P37019,2FEC
5963,PDP:4ENEAa,P37019,2FED
5965,PDP:4ENEAa,P37019,2FEE
5967,PDP:4ENEAa,P37019,2H2P
5969,PDP:4ENEAa,P37019,2H2S
5971,PDP:4ENEAa,P37019,2HLF
5973,PDP:4ENEAa,P37019,2HT2
5975,PDP:4ENEAa,P37019,2HT3
5977,PDP:4ENEAa,P37019,2HT4
5979,PDP:4ENEAa,P37019,2HTK
5981,PDP:4ENEAa,P37019,2HTL
5983,PDP:4ENEAa,P37019,2R9H
5985,PDP:4ENEAa,P37019,3DET
5987,PDP:4ENEAa,P37019,3EJY
5989,PDP:4ENEAa,P37019,3EJZ
5991,PDP:4ENEAa,P37019,3NMO
5992,PDP:4ENEAa,P37019,4ENE
5994,PDP:4ENEAa,P37019,4FTP
5995,PDP:4ENEAa,P37019,4KJP
5997,PDP:4ENEAa,P37019,4KJQ
5999,PDP:4ENEAa,P37019,4KJW
6001,PDP:4ENEAa,P37019,4KK5
6003,PDP:4ENEAa,P37019,4KK6
6005,PDP:4ENEAa,P37019,4KK8
6007,PDP:4ENEAa,P37019,4KK9
6009,PDP:4ENEAa,P37019,4KKA
6011,PDP:4ENEAa,P37019,4KKB
6013,PDP:4ENEAa,P37019,4KKC
6015,PDP:4ENEAa,P37019,4KKL
6017,PDP:4ENEAa,P37019,4LOU
6019,PDP:4ENEAa,P37019,4MQX
6021,PDP:4DX5Aa,P31224,1IWG
6022,PDP:4DX5Ab,P31224,1IWG
6023,PDP:4DX5Ac,P31224,1IWG
6024,PDP:4DX5Ad,P31224,1IWG
6025,PDP:4DX5Ae,P31224,1IWG
6026,PDP:4DX5Af,P31224,1IWG
6027,PDP:4DX5Aa,P31224,1OY6
6028,PDP:4DX5Ab,P31224,1OY6
6029,PDP:4DX5Ac,P31224,1OY6
6030,PDP:4DX5Ad,P31224,1OY6
6031,PDP:4DX5Ae,P31224,1OY6
6032,PDP:4DX5Af,P31224,1OY6
6033,PDP:4DX5Aa,P31224,1OY8
6034,PDP:4DX5Ab,P31224,1OY8
6035,PDP:4DX5Ac,P31224,1OY8
6036,PDP:4DX5Ad,P31224,1OY8
6037,PDP:4DX5Ae,P31224,1OY8
6038,PDP:4DX5Af,P31224,1OY8
6039,PDP:4DX5Aa,P31224,1OY9
6040,PDP:4DX5Ab,P31224,1OY9
6041,PDP:4DX5Ac,P31224,1OY9
6042,PDP:4DX5Ad,P31224,1OY9
6043,PDP:4DX5Ae,P31224,1OY9
6044,PDP:4DX5Af,P31224,1OY9
6045,PDP:4DX5Aa,P31224,1OYD
6046,PDP:4DX5Ab,P31224,1OYD
6047,PDP:4DX5Ac,P31224,1OYD
6048,PDP:4DX5Ad,P31224,1OYD
6049,PDP:4DX5Ae,P31224,1OYD
6050,PDP:4DX5Af,P31224,1OYD
6051,PDP:4DX5Aa,P31224,1OYE
6052,PDP:4DX5Ab,P31224,1OYE
6053,PDP:4DX5Ac,P31224,1OYE
6054,PDP:4DX5Ad,P31224,1OYE
6055,PDP:4DX5Ae,P31224,1OYE
6056,PDP:4DX5Af,P31224,1OYE
6057,PDP:4DX5Aa,P31224,1T9T
6058,PDP:4DX5Ab,P31224,1T9T
6059,PDP:4DX5Ac,P31224,1T9T
6060,PDP:4DX5Ad,P31224,1T9T
6061,PDP:4DX5Ae,P31224,1T9T
6062,PDP:4DX5Af,P31224,1T9T
6063,PDP:4DX5Aa,P31224,1T9U
6064,PDP:4DX5Ab,P31224,1T9U
6065,PDP:4DX5Ac,P31224,1T9U
6066,PDP:4DX5Ad,P31224,1T9U
6067,PDP:4DX5Ae,P31224,1T9U
6068,PDP:4DX5Af,P31224,1T9U
6069,PDP:4DX5Aa,P31224,1T9V
6070,PDP:4DX5Ab,P31224,1T9V
6071,PDP:4DX5Ac,P31224,1T9V
6072,PDP:4DX5Ad,P31224,1T9V
6073,PDP:4DX5Ae,P31224,1T9V
6074,PDP:4DX5Af,P31224,1T9V
6075,PDP:4DX5Aa,P31224,1T9W
6076,PDP:4DX5Ab,P31224,1T9W
6077,PDP:4DX5Ac,P31224,1T9W
6078,PDP:4DX5Ad,P31224,1T9W
6079,PDP:4DX5Ae,P31224,1T9W
6080,PDP:4DX5Af,P31224,1T9W
6081,PDP:4DX5Aa,P31224,1T9X
6082,PDP:4DX5Ab,P31224,1T9X
6083,PDP:4DX5Ac,P31224,1T9X
6084,PDP:4DX5Ad,P31224,1T9X
6085,PDP:4DX5Ae,P31224,1T9X
6086,PDP:4DX5Af,P31224,1T9X
6087,PDP:4DX5Aa,P31224,1T9Y
6088,PDP:4DX5Ab,P31224,1T9Y
6089,PDP:4DX5Ac,P31224,1T9Y
6090,PDP:4DX5Ad,P31224,1T9Y
6091,PDP:4DX5Ae,P31224,1T9Y
6092,PDP:4DX5Af,P31224,1T9Y
6093,PDP:4DX5Aa,P31224,2DHH
6094,PDP:4DX5Ab,P31224,2DHH
6095,PDP:4DX5Ac,P31224,2DHH
6096,PDP:4DX5Ad,P31224,2DHH
6097,PDP:4DX5Ae,P31224,2DHH
6098,PDP:4DX5Af,P31224,2DHH
6111,PDP:4DX5Aa,P31224,2DR6
6112,PDP:4DX5Ab,P31224,2DR6
6113,PDP:4DX5Ac,P31224,2DR6
6114,PDP:4DX5Ad,P31224,2DR6
6115,PDP:4DX5Ae,P31224,2DR6
6116,PDP:4DX5Af,P31224,2DR6
6129,PDP:4DX5Aa,P31224,2DRD
6130,PDP:4DX5Ab,P31224,2DRD
6131,PDP:4DX5Ac,P31224,2DRD
6132,PDP:4DX5Ad,P31224,2DRD
6133,PDP:4DX5Ae,P31224,2DRD
6134,PDP:4DX5Af,P31224,2DRD
6147,PDP:4DX5Aa,P31224,2GIF
6148,PDP:4DX5Ab,P31224,2GIF
6149,PDP:4DX5Ac,P31224,2GIF
6150,PDP:4DX5Ad,P31224,2GIF
6151,PDP:4DX5Ae,P31224,2GIF
6152,PDP:4DX5Af,P31224,2GIF
6165,PDP:4DX5Aa,P31224,2HQC
6166,PDP:4DX5Ab,P31224,2HQC
6167,PDP:4DX5Ac,P31224,2HQC
6168,PDP:4DX5Ad,P31224,2HQC
6169,PDP:4DX5Ae,P31224,2HQC
6170,PDP:4DX5Af,P31224,2HQC
6171,PDP:4DX5Aa,P31224,2HQD
6172,PDP:4DX5Ab,P31224,2HQD
6173,PDP:4DX5Ac,P31224,2HQD
6174,PDP:4DX5Ad,P31224,2HQD
6175,PDP:4DX5Ae,P31224,2HQD
6176,PDP:4DX5Af,P31224,2HQD
6177,PDP:4DX5Aa,P31224,2HQF
6178,PDP:4DX5Ab,P31224,2HQF
6179,PDP:4DX5Ac,P31224,2HQF
6180,PDP:4DX5Ad,P31224,2HQF
6181,PDP:4DX5Ae,P31224,2HQF
6182,PDP:4DX5Af,P31224,2HQF
6183,PDP:4DX5Aa,P31224,2HQG
6184,PDP:4DX5Ab,P31224,2HQG
6185,PDP:4DX5Ac,P31224,2HQG
6186,PDP:4DX5Ad,P31224,2HQG
6187,PDP:4DX5Ae,P31224,2HQG
6188,PDP:4DX5Af,P31224,2HQG
6189,PDP:4DX5Aa,P31224,2HRT
6190,PDP:4DX5Ab,P31224,2HRT
6191,PDP:4DX5Ac,P31224,2HRT
6192,PDP:4DX5Ad,P31224,2HRT
6193,PDP:4DX5Ae,P31224,2HRT
6194,PDP:4DX5Af,P31224,2HRT
6225,PDP:4DX5Aa,P31224,2I6W
6226,PDP:4DX5Ab,P31224,2I6W
6227,PDP:4DX5Ac,P31224,2I6W
6228,PDP:4DX5Ad,P31224,2I6W
6229,PDP:4DX5Ae,P31224,2I6W
6230,PDP:4DX5Af,P31224,2I6W
6231,PDP:4DX5Aa,P31224,2J8S
6232,PDP:4DX5Ab,P31224,2J8S
6233,PDP:4DX5Ac,P31224,2J8S
6234,PDP:4DX5Ad,P31224,2J8S
6235,PDP:4DX5Ae,P31224,2J8S
6236,PDP:4DX5Af,P31224,2J8S
6249,PDP:4DX5Aa,P31224,2RDD
6250,PDP:4DX5Ab,P31224,2RDD
6251,PDP:4DX5Ac,P31224,2RDD
6252,PDP:4DX5Ad,P31224,2RDD
6253,PDP:4DX5Ae,P31224,2RDD
6254,PDP:4DX5Af,P31224,2RDD
6255,PDP:4DX5Aa,P31224,2W1B
6256,PDP:4DX5Ab,P31224,2W1B
6257,PDP:4DX5Ac,P31224,2W1B
6258,PDP:4DX5Ad,P31224,2W1B
6259,PDP:4DX5Ae,P31224,2W1B
6260,PDP:4DX5Af,P31224,2W1B
6261,PDP:4DX5Aa,P31224,3AOA
6262,PDP:4DX5Ab,P31224,3AOA
6263,PDP:4DX5Ac,P31224,3AOA
6264,PDP:4DX5Ad,P31224,3AOA
6265,PDP:4DX5Ae,P31224,3AOA
6266,PDP:4DX5Af,P31224,3AOA
6279,PDP:4DX5Aa,P31224,3AOB
6280,PDP:4DX5Ab,P31224,3AOB
6281,PDP:4DX5Ac,P31224,3AOB
6282,PDP:4DX5Ad,P31224,3AOB
6283,PDP:4DX5Ae,P31224,3AOB
6284,PDP:4DX5Af,P31224,3AOB
6297,PDP:4DX5Aa,P31224,3AOC
6298,PDP:4DX5Ab,P31224,3AOC
6299,PDP:4DX5Ac,P31224,3AOC
6300,PDP:4DX5Ad,P31224,3AOC
6301,PDP:4DX5Ae,P31224,3AOC
6302,PDP:4DX5Af,P31224,3AOC
6315,PDP:4DX5Aa,P31224,3AOD
6316,PDP:4DX5Ab,P31224,3AOD
6317,PDP:4DX5Ac,P31224,3AOD
6318,PDP:4DX5Ad,P31224,3AOD
6319,PDP:4DX5Ae,P31224,3AOD
6320,PDP:4DX5Af,P31224,3AOD
6333,PDP:4DX5Aa,P31224,3D9B
6334,PDP:4DX5Ab,P31224,3D9B
6335,PDP:4DX5Ac,P31224,3D9B
6336,PDP:4DX5Ad,P31224,3D9B
6337,PDP:4DX5Ae,P31224,3D9B
6338,PDP:4DX5Af,P31224,3D9B
6339,PDP:4DX5Aa,P31224,3NOC
6340,PDP:4DX5Ab,P31224,3NOC
6341,PDP:4DX5Ac,P31224,3NOC
6342,PDP:4DX5Ad,P31224,3NOC
6343,PDP:4DX5Ae,P31224,3NOC
6344,PDP:4DX5Af,P31224,3NOC
6357,PDP:4DX5Aa,P31224,3NOG
6358,PDP:4DX5Ab,P31224,3NOG
6359,PDP:4DX5Ac,P31224,3NOG
6360,PDP:4DX5Ad,P31224,3NOG
6361,PDP:4DX5Ae,P31224,3NOG
6362,PDP:4DX5Af,P31224,3NOG
6375,PDP:4DX5Aa,P31224,3W9H
6376,PDP:4DX5Ab,P31224,3W9H
6377,PDP:4DX5Ac,P31224,3W9H
6378,PDP:4DX5Ad,P31224,3W9H
6379,PDP:4DX5Ae,P31224,3W9H
6380,PDP:4DX5Af,P31224,3W9H
6393,PDP:4DX5Aa,P31224,4C48
6394,PDP:4DX5Ab,P31224,4C48
6395,PDP:4DX5Ac,P31224,4C48
6396,PDP:4DX5Ad,P31224,4C48
6397,PDP:4DX5Ae,P31224,4C48
6398,PDP:4DX5Af,P31224,4C48
6399,PDP:4DX5Aa,P31224,4CDI
6400,PDP:4DX5Ab,P31224,4CDI
6401,PDP:4DX5Ac,P31224,4CDI
6402,PDP:4DX5Ad,P31224,4CDI
6403,PDP:4DX5Ae,P31224,4CDI
6404,PDP:4DX5Af,P31224,4CDI
6405,PDP:4DX5Aa,P31224,4DX5
6406,PDP:4DX5Ab,P31224,4DX5
6407,PDP:4DX5Ac,P31224,4DX5
6408,PDP:4DX5Ad,P31224,4DX5
6409,PDP:4DX5Ae,P31224,4DX5
6410,PDP:4DX5Af,P31224,4DX5
6423,PDP:4DX5Aa,P31224,4DX6
6424,PDP:4DX5Ab,P31224,4DX6
6425,PDP:4DX5Ac,P31224,4DX6
6426,PDP:4DX5Ad,P31224,4DX6
6427,PDP:4DX5Ae,P31224,4DX6
6428,PDP:4DX5Af,P31224,4DX6
6441,PDP:4DX5Aa,P31224,4DX7
6442,PDP:4DX5Ab,P31224,4DX7
6443,PDP:4DX5Ac,P31224,4DX7
6444,PDP:4DX5Ad,P31224,4DX7
6445,PDP:4DX5Ae,P31224,4DX7
6446,PDP:4DX5Af,P31224,4DX7
6459,PDP:4DX5Aa,P31224,4K7Q
6460,PDP:4DX5Ab,P31224,4K7Q
6461,PDP:4DX5Ac,P31224,4K7Q
6462,PDP:4DX5Ad,P31224,4K7Q
6463,PDP:4DX5Ae,P31224,4K7Q
6464,PDP:4DX5Af,P31224,4K7Q
6465,PDP:4DX5Aa,P31224,4U8V
6466,PDP:4DX5Ab,P31224,4U8V
6467,PDP:4DX5Ac,P31224,4U8V
6468,PDP:4DX5Ad,P31224,4U8V
6469,PDP:4DX5Ae,P31224,4U8V
6470,PDP:4DX5Af,P31224,4U8V
6483,PDP:4DX5Aa,P31224,4U8Y
6484,PDP:4DX5Ab,P31224,4U8Y
6485,PDP:4DX5Ac,P31224,4U8Y
6486,PDP:4DX5Ad,P31224,4U8Y
6487,PDP:4DX5Ae,P31224,4U8Y
6488,PDP:4DX5Af,P31224,4U8Y
6501,PDP:4DX5Aa,P31224,4U95
6502,PDP:4DX5Ab,P31224,4U95
6503,PDP:4DX5Ac,P31224,4U95
6504,PDP:4DX5Ad,P31224,4U95
6505,PDP:4DX5Ae,P31224,4U95
6506,PDP:4DX5Af,P31224,4U95
6519,PDP:4DX5Aa,P31224,4U96
6520,PDP:4DX5Ab,P31224,4U96
6521,PDP:4DX5Ac,P31224,4U96
6522,PDP:4DX5Ad,P31224,4U96
6523,PDP:4DX5Ae,P31224,4U96
6524,PDP:4DX5Af,P31224,4U96
6537,PDP:4DX5Aa,P31224,4ZIT
6538,PDP:4DX5Ab,P31224,4ZIT
6539,PDP:4DX5Ac,P31224,4ZIT
6540,PDP:4DX5Ad,P31224,4ZIT
6541,PDP:4DX5Ae,P31224,4ZIT
6542,PDP:4DX5Af,P31224,4ZIT
6573,PDP:4DX5Aa,P31224,4ZIV
6574,PDP:4DX5Ab,P31224,4ZIV
6575,PDP:4DX5Ac,P31224,4ZIV
6576,PDP:4DX5Ad,P31224,4ZIV
6577,PDP:4DX5Ae,P31224,4ZIV
6578,PDP:4DX5Af,P31224,4ZIV
6609,PDP:4DX5Aa,P31224,4ZIW
6610,PDP:4DX5Ab,P31224,4ZIW
6611,PDP:4DX5Ac,P31224,4ZIW
6612,PDP:4DX5Ad,P31224,4ZIW
6613,PDP:4DX5Ae,P31224,4ZIW
6614,PDP:4DX5Af,P31224,4ZIW
6645,PDP:4DX5Aa,P31224,4ZJL
6646,PDP:4DX5Ab,P31224,4ZJL
6647,PDP:4DX5Ac,P31224,4ZJL
6648,PDP:4DX5Ad,P31224,4ZJL
6649,PDP:4DX5Ae,P31224,4ZJL
6650,PDP:4DX5Af,P31224,4ZJL
6681,PDP:4DX5Aa,P31224,4ZJO
6682,PDP:4DX5Ab,P31224,4ZJO
6683,PDP:4DX5Ac,P31224,4ZJO
6684,PDP:4DX5Ad,P31224,4ZJO
6685,PDP:4DX5Ae,P31224,4ZJO
6686,PDP:4DX5Af,P31224,4ZJO
6717,PDP:4DX5Aa,P31224,4ZJQ
6718,PDP:4DX5Ab,P31224,4ZJQ
6719,PDP:4DX5Ac,P31224,4ZJQ
6720,PDP:4DX5Ad,P31224,4ZJQ
6721,PDP:4DX5Ae,P31224,4ZJQ
6722,PDP:4DX5Af,P31224,4ZJQ
6753,PDP:4DX5Aa,P31224,4ZLJ
6754,PDP:4DX5Ab,P31224,4ZLJ
6755,PDP:4DX5Ac,P31224,4ZLJ
6756,PDP:4DX5Ad,P31224,4ZLJ
6757,PDP:4DX5Ae,P31224,4ZLJ
6758,PDP:4DX5Af,P31224,4ZLJ
6759,PDP:4DX5Aa,P31224,4ZLL
6760,PDP:4DX5Ab,P31224,4ZLL
6761,PDP:4DX5Ac,P31224,4ZLL
6762,PDP:4DX5Ad,P31224,4ZLL
6763,PDP:4DX5Ae,P31224,4ZLL
6764,PDP:4DX5Af,P31224,4ZLL
6765,PDP:4DX5Aa,P31224,4ZLN
6766,PDP:4DX5Ab,P31224,4ZLN
6767,PDP:4DX5Ac,P31224,4ZLN
6768,PDP:4DX5Ad,P31224,4ZLN
6769,PDP:4DX5Ae,P31224,4ZLN
6770,PDP:4DX5Af,P31224,4ZLN
6771,PDP:5ENQAa,P31224,5EN5
6772,PDP:5ENQAb,P31224,5EN5
6773,PDP:5ENQAc,P31224,5EN5
6774,PDP:5ENQAd,P31224,5EN5
6775,PDP:5ENQAe,P31224,5EN5
6776,PDP:5ENQAf,P31224,5EN5
6789,PDP:5ENQAa,P31224,5ENO
6790,PDP:5ENQAb,P31224,5ENO
6791,PDP:5ENQAc,P31224,5ENO
6792,PDP:5ENQAd,P31224,5ENO
6793,PDP:5ENQAe,P31224,5ENO
6794,PDP:5ENQAf,P31224,5ENO
6807,PDP:5ENQAa,P31224,5ENP
6808,PDP:5ENQAb,P31224,5ENP
6809,PDP:5ENQAc,P31224,5ENP
6810,PDP:5ENQAd,P31224,5ENP
6811,PDP:5ENQAe,P31224,5ENP
6812,PDP:5ENQAf,P31224,5ENP
6825,PDP:5ENQAa,P31224,5ENQ
6826,PDP:5ENQAb,P31224,5ENQ
6827,PDP:5ENQAc,P31224,5ENQ
6828,PDP:5ENQAd,P31224,5ENQ
6829,PDP:5ENQAe,P31224,5ENQ
6830,PDP:5ENQAf,P31224,5ENQ
6843,PDP:5ENQAa,P31224,5ENR
6844,PDP:5ENQAb,P31224,5ENR
6845,PDP:5ENQAc,P31224,5ENR
6846,PDP:5ENQAd,P31224,5ENR
6847,PDP:5ENQAe,P31224,5ENR
6848,PDP:5ENQAf,P31224,5ENR
6861,PDP:5ENQAa,P31224,5ENS
6862,PDP:5ENQAb,P31224,5ENS
6863,PDP:5ENQAc,P31224,5ENS
6864,PDP:5ENQAd,P31224,5ENS
6865,PDP:5ENQAe,P31224,5ENS
6866,PDP:5ENQAf,P31224,5ENS
6879,PDP:5ENQAa,P31224,5ENT
6880,PDP:5ENQAb,P31224,5ENT
6881,PDP:5ENQAc,P31224,5ENT
6882,PDP:5ENQAd,P31224,5ENT
6883,PDP:5ENQAe,P31224,5ENT
6884,PDP:5ENQAf,P31224,5ENT
6897,PDP:2F1MAa,P0AE06,2F1M
6898,PDP:2F1MAb,P0AE06,2F1M
6899,PDP:2F1MAc,P0AE06,2F1M
6909,d1ek9a_,P02930,1EK9
6912,d1ek9a_,P02930,1TQQ
6915,d1ek9a_,P02930,2VDD
6918,d1ek9a_,P02930,2VDE
6921,d1ek9a_,P02930,2WMZ
6924,d1ek9a_,P02930,2XMN
6927,d3b60a1,P60752,3B5W
6928,d3b60a2,P60752,3B5W
6943,PDP:2OBAAa,P65870,3QN9
6945,PDP:4NTKAa,P65870,4NTK
6951,PDP:4NTKAa,P65870,4NTM
6957,PDP:4NTKAa,P65870,4NTN
6963,PDP:4PYAAa,P0A738,1EKR
6964,PDP:4PYAAa,P0A738,1EKS
6965,PDP:4PYAAa,P0A738,4PYA
6966,PDP:4PYAAa,P0A738,4PYD
6972,d1olta_,P32131,1OLT
6973,d1xk7a1,P31572,1XA3
6975,d1xk7a1,P31572,1XA4
6977,d1xk7a1,P31572,1XK6
6981,d1xk7a1,P31572,1XK7
6984,d1xk7a1,P31572,1XVT
6985,d1xk7a1,P31572,1XVU
6986,d1xk7a1,P31572,1XVV
6987,d1r9la_,P0AFM2,1R9L
6988,d1r9la_,P0AFM2,1R9Q
6989,d1r48a_,P0C0L7,1R48
6991,PDP:2WSWAa,P31553,2WSX
6994,PDP:2WSWAa,P31553,3HFX
6995,PDP:3MSUAa,P0ABH7,1NXE
6996,PDP:3MSUAb,P0ABH7,1NXE
6997,PDP:3MSUAc,P0ABH7,1NXE
7001,PDP:3MSUAa,P0ABH7,1NXG
7002,PDP:3MSUAb,P0ABH7,1NXG
7003,PDP:3MSUAc,P0ABH7,1NXG
7007,PDP:3MSUAa,P0ABH7,1OWB
7008,PDP:3MSUAb,P0ABH7,1OWB
7009,PDP:3MSUAc,P0ABH7,1OWB
7013,PDP:3MSUAa,P0ABH7,1OWC
7014,PDP:3MSUAb,P0ABH7,1OWC
7015,PDP:3MSUAc,P0ABH7,1OWC
7019,PDP:3MSUAa,P0ABH7,4G6B
7020,PDP:3MSUAb,P0ABH7,4G6B
7021,PDP:3MSUAc,P0ABH7,4G6B
7025,PDP:3MSUAa,P0ABH7,4JAD
7026,PDP:3MSUAb,P0ABH7,4JAD
7027,PDP:3MSUAc,P0ABH7,4JAD
7031,PDP:3MSUAa,P0ABH7,4JAE
7032,PDP:3MSUAb,P0ABH7,4JAE
7033,PDP:3MSUAc,P0ABH7,4JAE
7037,PDP:3MSUAa,P0ABH7,4JAF
7038,PDP:3MSUAb,P0ABH7,4JAF
7039,PDP:3MSUAc,P0ABH7,4JAF
7043,PDP:3MSUAa,P0ABH7,4JAG
7044,PDP:3MSUAb,P0ABH7,4JAG
7045,PDP:3MSUAc,P0ABH7,4JAG
7049,d1ra0a1,P25524,1K6W
7050,d1ra0a2,P25524,1K6W
7051,d1ra0a1,P25524,1K70
7052,d1ra0a2,P25524,1K70
7053,d1ra0a1,P25524,1R9X
7054,d1ra0a2,P25524,1R9X
7055,d1ra0a1,P25524,1R9Y
7056,d1ra0a2,P25524,1R9Y
7057,d1ra0a1,P25524,1R9Z
7058,d1ra0a2,P25524,1R9Z
7059,d1ra0a1,P25524,1RA0
7060,d1ra0a2,P25524,1RA0
